RecordID,ProductionDate,ProductionLine,Shift,MachineID,OperatorID,UnitsProduced,DefectiveUnits,DowntimeMinutes,CycleTimeSeconds,ProcessTempC
2247,2024-07-21,Line-C,Night,M-303,OP-007,498,19,37,41.28,67.6
2248,2024-07-21,Line-D,Morning,M-401,OP-010,490,2,12,30.82,68.5
2249,2024-07-21,Line-D,Afternoon,M-402,OP-008,467,14,6,31.14,73.2
2250,2024-07-21,Line-D,Night,M-401,OP-019,475,10,10,36.19,67.0
2251,2024-07-22,Line-A,Morning,M-102,OP-009,557,9,0,33.4,66.8
2252,2024-07-22,Line-A,Night,M-102,OP-014,517,0,12,27.7,63.7
2253,2024-07-22,Line-B,Morning,M-201,OP-010,446,18,34,35.16,69.3
2254,2024-07-22,Line-B,Afternoon,M-202,OP-014,561,12,24,35.47,72.9
2255,2024-07-22,Line-B,Night,M-202,OP-007,592,8,1,33.92,70.8
2256,2024-07-22,Line-C,Morning,M-302,OP-020,526,19,12,32.13,64.1
2257,2024-07-22,Line-C,Afternoon,M-303,OP-018,608,25,30,40.27,65.4
2258,2024-07-22,Line-C,Night,M-301,OP-017,436,6,0,26.07,75.8
2259,2024-07-22,Line-D,Morning,M-402,OP-007,524,14,29,39.17,60.9
2260,2024-07-22,Line-D,Afternoon,M-402,OP-009,406,4,4,28.5,66.2
2261,2024-07-22,Line-D,Night,M-402,OP-019,493,9,1,19.12,64.0
2262,2024-07-23,Line-A,Morning,M-101,OP-017,447,7,0,27.55,63.5
2263,2024-07-23,Line-A,Afternoon,M-102,OP-005,472,3,0,23.46,67.4
2264,2024-07-23,Line-A,Night,M-102,OP-014,428,12,18,29.65,64.8
2265,2024-07-23,Line-B,Morning,M-201,OP-007,502,26,37,50.02,69.8
2266,2024-07-23,Line-B,Afternoon,M-202,OP-010,534,10,22,26.02,66.2
2267,2024-07-23,Line-B,Night,M-202,OP-020,500,11,19,35.5,62.3
2268,2024-07-23,Line-C,Morning,M-301,OP-004,421,9,1,46.89,70.1
2269,2024-07-23,Line-C,Afternoon,M-301,OP-008,475,6,4,30.15,68.4
2270,2024-07-23,Line-C,Night,M-302,OP-015,452,7,32,36.92,69.0
2271,2024-07-23,Line-D,Morning,M-402,OP-014,399,9,35,36.85,70.9
2272,2024-07-23,Line-D,Afternoon,M-401,OP-007,565,10,21,26.6,69.2
2273,2024-07-23,Line-D,Night,M-401,OP-001,559,7,0,30.49,67.1
2274,2024-07-24,Line-A,Morning,M-102,OP-018,518,7,37,23.55,73.0
2275,2024-07-24,Line-A,Afternoon,M-101,OP-016,434,0,15,28.73,63.6
2276,2024-07-24,Line-A,Night,M-101,OP-003,379,7,26,32.92,68.2
2277,2024-07-24,Line-B,Morning,M-202,OP-003,508,9,0,22.9,67.2
2278,2024-07-24,Line-B,Afternoon,M-202,OP-012,470,12,23,33.03,66.9
2279,2024-07-24,Line-B,Night,M-201,OP-013,397,20,42,30.06,64.7
2280,2024-07-24,Line-C,Morning,M-303,OP-005,438,20,22,41.81,67.2
2281,2024-07-24,Line-C,Afternoon,M-303,OP-017,470,18,25,36.6,69.5
2282,2024-07-24,Line-C,Night,M-303,OP-019,514,19,57,40.43,74.1
2283,2024-07-24,Line-D,Morning,M-402,OP-016,441,0,18,31.24,68.1
2284,2024-07-24,Line-D,Afternoon,M-401,OP-020,441,8,4,28.49,71.4
2285,2024-07-24,Line-D,Night,M-402,OP-011,491,12,8,28.29,63.4
2286,2024-07-25,Line-A,Morning,M-102,OP-008,457,0,3,29.59,70.3
2287,2024-07-25,Line-A,Afternoon,M-101,OP-005,463,10,0,29.72,61.3
2288,2024-07-25,Line-A,Night,M-101,OP-009,407,7,31,31.86,68.1
2289,2024-07-25,Line-B,Morning,M-202,OP-019,478,5,3,32.14,62.5
2290,2024-07-25,Line-B,Night,M-201,OP-011,515,21,47,46.81,61.3
2291,2024-07-25,Line-C,Morning,M-302,OP-008,445,4,0,24.84,77.8
2292,2024-07-25,Line-C,Afternoon,M-301,OP-012,516,19,24,26.29,66.5
2293,2024-07-25,Line-C,Night,M-302,OP-010,515,12,3,22.45,81.2
2294,2024-07-25,Line-D,Afternoon,M-401,OP-002,471,7,13,28.79,68.5
2295,2024-07-25,Line-D,Night,M-401,OP-009,557,9,0,29.19,66.1
2296,2024-07-26,Line-A,Morning,M-102,OP-012,565,17,13,23.61,63.1
2297,2024-07-26,Line-A,Afternoon,M-101,OP-018,480,10,6,27.6,65.6
2298,2024-07-26,Line-A,Night,M-102,OP-013,478,0,0,26.86,72.8
2299,2024-07-26,Line-B,Afternoon,M-202,OP-010,431,9,15,36.49,73.1
2300,2024-07-26,Line-B,Night,M-201,OP-010,476,19,25,40.79,66.3
2301,2024-07-26,Line-C,Morning,M-301,OP-015,513,11,20,36.3,75.5
2302,2024-07-26,Line-C,Afternoon,M-303,OP-014,487,27,29,47.93,72.2
2303,2024-07-26,Line-C,Night,M-302,OP-003,540,10,1,23.03,67.8
2304,2024-07-26,Line-D,Morning,M-402,OP-016,571,9,23,34.22,66.9
2305,2024-07-26,Line-D,Afternoon,M-402,OP-014,558,0,0,25.42,64.7
2306,2024-07-26,Line-D,Night,M-401,OP-006,500,10,17,32.98,64.2
2307,2024-07-27,Line-A,Morning,M-101,OP-012,406,9,2,22.15,71.9
2308,2024-07-27,Line-A,Afternoon,M-102,OP-015,563,19,14,33.13,73.5
2309,2024-07-27,Line-A,Night,M-101,OP-006,441,13,16,34.57,68.7
2310,2024-07-27,Line-B,Morning,M-201,OP-001,557,26,12,49.26,64.2
2311,2024-07-27,Line-B,Afternoon,M-202,OP-011,555,9,29,35.67,69.7
2312,2024-07-27,Line-B,Night,M-201,OP-006,510,25,4,42.59,63.5
2313,2024-07-27,Line-C,Morning,M-303,OP-005,490,16,17,50.02,72.3
2314,2024-07-27,Line-C,Afternoon,M-303,OP-014,479,22,31,44.85,65.3
2315,2024-07-27,Line-C,Night,M-302,OP-015,539,8,5,30.11,65.6
2316,2024-07-27,Line-D,Morning,M-401,OP-009,499,6,19,36.08,65.1
2317,2024-07-27,Line-D,Afternoon,M-402,OP-010,472,11,5,32.32,70.2
2318,2024-07-27,Line-D,Night,M-402,OP-012,544,6,0,28.46,64.1
2319,2024-07-28,Line-A,Morning,M-102,OP-019,513,3,46,36.48,68.1
2320,2024-07-28,Line-A,Afternoon,M-101,OP-018,532,1,49,27.05,67.5
2321,2024-07-28,Line-A,Night,M-101,OP-003,368,8,0,30.51,65.8
2322,2024-07-28,Line-B,Morning,M-201,OP-009,415,15,38,35.59,65.0
2323,2024-07-28,Line-B,Afternoon,M-201,OP-002,519,37,42,37.41,66.5
2324,2024-07-28,Line-B,Night,M-202,OP-020,481,7,25,31.09,71.6
2325,2024-07-28,Line-C,Morning,M-301,OP-012,461,14,9,25.14,76.7
2326,2024-07-28,Line-C,Afternoon,M-303,OP-004,370,14,25,54.54,75.2
2327,2024-07-28,Line-D,Morning,M-402,OP-016,569,8,48,31.84,71.9
2328,2024-07-28,Line-D,Afternoon,M-401,OP-007,490,9,8,28.95,70.4
2329,2024-07-28,Line-D,Night,M-402,OP-010,502,9,34,15.17,70.0
2330,2024-07-29,Line-A,Morning,M-102,OP-005,523,15,11,31.04,71.9
2331,2024-07-29,Line-A,Afternoon,M-101,OP-020,569,9,16,38.39,59.5
2332,2024-07-29,Line-A,Night,M-102,OP-007,438,14,28,32.61,66.2
2333,2024-07-29,Line-B,Morning,M-202,OP-005,427,5,35,26.86,68.4
2334,2024-07-29,Line-B,Night,M-201,OP-020,434,23,26,41.51,61.3
2335,2024-07-29,Line-C,Morning,M-301,OP-012,383,7,0,40.53,59.8
2336,2024-07-29,Line-C,Afternoon,M-303,OP-015,431,19,29,36.48,64.2
2337,2024-07-29,Line-C,Night,M-302,OP-005,420,6,41,30.39,72.7
2338,2024-07-29,Line-D,Morning,M-402,OP-007,510,15,0,28.48,73.2
2339,2024-07-29,Line-D,Afternoon,M-402,OP-020,445,16,34,27.65,66.0
2340,2024-07-29,Line-D,Night,M-401,OP-018,419,5,0,32.14,62.2
2341,2024-07-30,Line-A,Afternoon,M-101,OP-016,516,13,0,37.75,70.1
2342,2024-07-30,Line-A,Night,M-101,OP-001,524,5,21,35.63,67.6
2343,2024-07-30,Line-B,Morning,M-202,OP-010,600,11,29,31.47,70.3
2344,2024-07-30,Line-B,Afternoon,M-202,OP-005,379,8,0,25.77,75.0
2345,2024-07-30,Line-B,Night,M-201,OP-019,467,16,29,35.5,73.7
2346,2024-07-30,Line-C,Morning,M-301,OP-017,438,10,32,27.5,70.1
2347,2024-07-30,Line-C,Afternoon,M-302,OP-015,418,18,26,29.04,64.9
2348,2024-07-30,Line-C,Night,M-302,OP-017,473,7,41,23.87,68.5
2349,2024-07-30,Line-D,Morning,M-402,OP-004,478,8,10,29.42,71.5
2350,2024-07-30,Line-D,Afternoon,M-401,OP-016,516,11,0,31.5,61.4
2351,2024-07-30,Line-D,Night,M-402,OP-012,518,17,0,28.69,65.6
2352,2024-07-31,Line-A,Morning,M-102,OP-009,554,10,37,32.07,69.0
2353,2024-07-31,Line-A,Afternoon,M-102,OP-017,484,13,0,30.43,67.7
2354,2024-07-31,Line-A,Night,M-101,OP-011,523,8,0,30.04,63.7
2355,2024-07-31,Line-B,Morning,M-202,OP-005,364,9,20,32.34,73.2
2356,2024-07-31,Line-B,Afternoon,M-202,OP-002,440,2,10,28.26,64.6
2357,2024-07-31,Line-B,Night,M-201,OP-008,475,18,7,39.79,63.5
2358,2024-07-31,Line-C,Morning,M-302,OP-009,493,6,28,38.02,70.7
2359,2024-07-31,Line-C,Afternoon,M-302,OP-014,386,13,35,30.09,73.3
2360,2024-07-31,Line-C,Night,M-302,OP-002,446,0,0,38.65,62.0
2361,2024-07-31,Line-D,Morning,M-402,OP-015,479,9,4,27.78,68.3
2362,2024-07-31,Line-D,Afternoon,M-401,OP-004,446,2,15,35.37,71.5
2363,2024-07-31,Line-D,Night,M-401,OP-010,431,2,7,37.84,70.6
2364,2024-08-01,Line-A,Morning,M-101,OP-017,522,14,18,30.6,70.6
2365,2024-08-01,Line-A,Afternoon,M-101,OP-019,447,2,22,36.19,63.5
2366,2024-08-01,Line-A,Night,M-101,OP-017,529,18,11,25.91,68.5
2367,2024-08-01,Line-B,Morning,M-201,OP-014,446,17,41,33.98,62.2
2368,2024-08-01,Line-B,Afternoon,M-201,OP-016,481,22,40,51.38,68.4
2369,2024-08-01,Line-B,Night,M-202,OP-001,515,4,23,27.37,68.3
2370,2024-08-01,Line-C,Morning,M-303,OP-004,473,26,15,30.58,67.1
2371,2024-08-01,Line-C,Afternoon,M-303,OP-004,508,24,53,44.19,65.7
2372,2024-08-01,Line-C,Night,M-301,OP-001,340,5,27,28.04,68.1
2373,2024-08-01,Line-D,Morning,M-402,OP-015,505,4,21,38.19,67.3
2374,2024-08-01,Line-D,Afternoon,M-402,OP-020,412,7,0,31.68,69.8
2375,2024-08-01,Line-D,Night,M-402,OP-002,580,9,18,25.69,66.6
2376,2024-08-02,Line-A,Morning,M-102,OP-011,388,6,7,31.5,65.5
2377,2024-08-02,Line-A,Afternoon,M-101,OP-007,485,7,7,30.4,68.2
2378,2024-08-02,Line-A,Night,M-102,OP-011,525,9,6,29.1,65.1
2379,2024-08-02,Line-B,Morning,M-201,OP-018,458,30,21,40.61,66.5
2380,2024-08-02,Line-B,Afternoon,M-202,OP-003,465,7,16,21.45,72.1
2381,2024-08-02,Line-B,Night,M-201,OP-008,517,17,0,37.11,67.0
2382,2024-08-02,Line-C,Morning,M-302,OP-003,634,15,0,26.55,67.8
2383,2024-08-02,Line-C,Night,M-302,OP-013,495,2,9,26.41,63.6
2384,2024-08-02,Line-D,Morning,M-401,OP-004,495,13,24,32.87,66.0
2385,2024-08-02,Line-D,Afternoon,M-402,OP-010,522,11,14,26.94,66.0
2386,2024-08-02,Line-D,Night,M-401,OP-012,484,21,16,26.94,64.7
2387,2024-08-03,Line-A,Morning,M-102,OP-017,450,18,6,34.53,66.5
2388,2024-08-03,Line-A,Afternoon,M-102,OP-013,495,13,3,26.79,74.6
2389,2024-08-03,Line-A,Night,M-102,OP-003,539,14,23,32.3,76.1
2390,2024-08-03,Line-B,Morning,M-202,OP-020,482,11,0,25.88,63.2
2391,2024-08-03,Line-B,Afternoon,M-202,OP-003,556,0,5,15.03,64.7
2392,2024-08-03,Line-C,Morning,M-302,OP-008,450,14,17,25.83,72.3
2393,2024-08-03,Line-C,Afternoon,M-303,OP-005,481,22,16,37.05,64.7
2394,2024-08-03,Line-C,Night,M-303,OP-017,482,22,58,43.93,57.2
2395,2024-08-03,Line-D,Morning,M-402,OP-014,495,2,0,25.94,65.3
2396,2024-08-03,Line-D,Night,M-402,OP-005,397,8,0,31.78,76.9
2397,2024-08-04,Line-A,Morning,M-102,OP-008,400,6,0,28.5,70.6
2398,2024-08-04,Line-A,Afternoon,M-102,OP-019,523,10,25,42.73,74.8
2399,2024-08-04,Line-B,Night,M-202,OP-014,448,2,5,25.27,69.8
2400,2024-08-04,Line-C,Morning,M-303,OP-019,409,18,47,41.5,64.2
2401,2024-08-04,Line-C,Afternoon,M-302,OP-009,550,0,7,29.79,68.1
2402,2024-08-04,Line-C,Night,M-303,OP-001,490,25,34,40.16,66.4
2403,2024-08-04,Line-D,Morning,M-402,OP-006,443,11,2,34.23,68.1
2404,2024-08-04,Line-D,Afternoon,M-402,OP-002,448,11,1,33.19,68.9
2405,2024-08-04,Line-D,Night,M-402,OP-011,444,10,20,35.79,71.9
2406,2024-08-05,Line-A,Morning,M-102,OP-015,509,3,48,22.98,71.8
2407,2024-08-05,Line-A,Afternoon,M-102,OP-011,505,3,10,29.61,73.2
2408,2024-08-05,Line-A,Night,M-101,OP-007,437,7,0,38.67,63.7
2409,2024-08-05,Line-B,Morning,M-202,OP-004,499,8,10,34.05,74.7
2410,2024-08-05,Line-B,Afternoon,M-201,OP-001,495,26,39,47.09,66.1
2411,2024-08-05,Line-B,Night,M-201,OP-006,544,31,51,38.7,67.3
2412,2024-08-05,Line-C,Morning,M-302,OP-013,494,2,35,29.94,69.1
2413,2024-08-05,Line-C,Afternoon,M-303,OP-020,445,14,25,43.1,70.7
2414,2024-08-05,Line-C,Night,M-302,OP-020,489,10,6,32.48,73.9
2415,2024-08-05,Line-D,Morning,M-402,OP-013,522,14,16,22.48,63.8
2416,2024-08-05,Line-D,Afternoon,M-401,OP-005,507,9,18,38.38,70.9
2417,2024-08-05,Line-D,Night,M-401,OP-004,555,11,0,29.71,64.8
2418,2024-08-06,Line-A,Morning,M-101,OP-001,573,15,19,36.18,59.9
2419,2024-08-06,Line-A,Afternoon,M-101,OP-008,515,3,11,28.44,70.6
2420,2024-08-06,Line-A,Night,M-101,OP-003,493,16,2,33.55,68.6
2421,2024-08-06,Line-B,Morning,M-202,OP-005,381,3,9,35.56,69.9
2422,2024-08-06,Line-B,Afternoon,M-201,OP-004,409,18,65,42.56,66.7
2423,2024-08-06,Line-B,Night,M-201,OP-015,509,27,28,44.51,66.7
2424,2024-08-06,Line-C,Morning,M-302,OP-001,523,10,19,26.2,64.7
2425,2024-08-06,Line-C,Afternoon,M-303,OP-008,536,24,39,40.47,71.6
2426,2024-08-06,Line-C,Night,M-303,OP-013,443,19,46,47.86,65.9
2427,2024-08-06,Line-D,Night,M-402,OP-014,597,13,0,31.85,66.5
2428,2024-08-07,Line-A,Morning,M-102,OP-002,506,9,13,25.44,72.0
2429,2024-08-07,Line-A,Afternoon,M-102,OP-017,410,3,17,38.01,66.6
2430,2024-08-07,Line-A,Night,M-102,OP-008,522,15,24,28.44,63.6
2431,2024-08-07,Line-B,Morning,M-201,OP-014,347,15,52,36.38,70.8
2432,2024-08-07,Line-B,Afternoon,M-201,OP-009,422,19,45,38.7,68.7
2433,2024-08-07,Line-B,Night,M-202,OP-016,455,11,15,30.28,74.2
2434,2024-08-07,Line-C,Morning,M-303,OP-012,519,20,33,41.62,68.3
2435,2024-08-07,Line-C,Afternoon,M-302,OP-001,631,14,0,27.29,60.3
2436,2024-08-07,Line-C,Night,M-303,OP-007,460,12,21,34.4,69.5
2437,2024-08-07,Line-D,Morning,M-402,OP-008,480,10,10,23.03,70.1
2438,2024-08-07,Line-D,Afternoon,M-402,OP-020,595,13,5,22.86,64.4
2439,2024-08-07,Line-D,Night,M-402,OP-005,507,15,15,34.0,70.8
2440,2024-08-08,Line-A,Morning,M-102,OP-014,510,6,14,25.76,68.1
2441,2024-08-08,Line-A,Afternoon,M-102,OP-016,499,17,0,32.41,73.9
2442,2024-08-08,Line-A,Night,M-101,OP-020,525,14,20,36.49,63.7
2443,2024-08-08,Line-B,Morning,M-201,OP-016,396,18,2,48.15,72.9
2444,2024-08-08,Line-B,Afternoon,M-201,OP-006,453,19,33,42.26,68.5
2445,2024-08-08,Line-B,Night,M-201,OP-014,513,22,49,44.23,65.6
2446,2024-08-08,Line-C,Morning,M-302,OP-010,560,2,10,34.83,65.1
2447,2024-08-08,Line-C,Afternoon,M-303,OP-002,498,25,22,41.64,67.4
2448,2024-08-08,Line-C,Night,M-302,OP-009,446,18,0,35.02,66.4
2449,2024-08-08,Line-D,Morning,M-401,OP-006,414,8,21,34.6,74.2
2450,2024-08-08,Line-D,Afternoon,M-401,OP-003,656,13,2,32.26,66.9
2451,2024-08-08,Line-D,Night,M-401,OP-020,535,3,47,34.28,61.3
2452,2024-08-09,Line-A,Morning,M-101,OP-016,437,11,29,23.64,70.9
2453,2024-08-09,Line-A,Afternoon,M-102,OP-012,363,6,28,27.24,62.0
2454,2024-08-09,Line-A,Night,M-102,OP-005,488,6,21,25.57,64.9
2455,2024-08-09,Line-B,Morning,M-201,OP-002,358,17,32,36.06,68.8
2456,2024-08-09,Line-B,Afternoon,M-202,OP-015,541,9,16,31.37,63.2
2457,2024-08-09,Line-B,Night,M-201,OP-004,603,24,44,45.85,67.4
2458,2024-08-09,Line-C,Morning,M-303,OP-004,516,24,13,40.34,65.5
2459,2024-08-09,Line-C,Afternoon,M-301,OP-017,452,2,28,38.01,71.9
2460,2024-08-09,Line-C,Night,M-303,OP-004,556,23,25,38.11,70.6
2461,2024-08-09,Line-D,Morning,M-402,OP-006,493,8,31,32.02,64.6
2462,2024-08-09,Line-D,Afternoon,M-402,OP-017,439,11,27,32.76,75.6
2463,2024-08-09,Line-D,Night,M-401,OP-005,578,13,0,23.45,66.5
2464,2024-08-10,Line-A,Morning,M-102,OP-005,525,19,18,35.84,67.0
2465,2024-08-10,Line-A,Afternoon,M-101,OP-015,517,14,0,27.93,71.8
2466,2024-08-10,Line-A,Night,M-101,OP-008,496,3,0,28.17,67.7
2467,2024-08-10,Line-B,Morning,M-202,OP-011,426,8,19,33.35,58.6
2468,2024-08-10,Line-B,Afternoon,M-201,OP-003,401,17,43,44.45,69.9
2469,2024-08-10,Line-B,Night,M-202,OP-012,456,7,1,33.84,64.3
2470,2024-08-10,Line-C,Morning,M-301,OP-005,531,11,11,26.72,62.6
2471,2024-08-10,Line-C,Afternoon,M-303,OP-014,441,18,0,41.01,71.7
2472,2024-08-10,Line-C,Night,M-301,OP-014,514,7,12,27.22,68.6
2473,2024-08-10,Line-D,Morning,M-402,OP-015,572,16,19,27.54,71.0
2474,2024-08-10,Line-D,Afternoon,M-402,OP-001,378,6,20,33.7,70.7
2475,2024-08-10,Line-D,Night,M-401,OP-017,497,8,20,25.24,64.6
2476,2024-08-11,Line-A,Morning,M-101,OP-011,483,10,0,32.28,71.1
2477,2024-08-11,Line-A,Afternoon,M-101,OP-014,475,20,1,28.19,66.4
2478,2024-08-11,Line-B,Morning,M-201,OP-019,475,20,13,39.27,67.6
2479,2024-08-11,Line-B,Night,M-202,OP-014,553,22,32,26.12,65.2
2480,2024-08-11,Line-C,Morning,M-303,OP-018,470,30,32,35.36,66.0
2481,2024-08-11,Line-C,Afternoon,M-303,OP-011,525,27,31,45.42,58.9
2482,2024-08-11,Line-C,Night,M-301,OP-009,486,13,0,25.82,60.5
2483,2024-08-11,Line-D,Morning,M-401,OP-013,575,6,15,33.02,74.0
2484,2024-08-11,Line-D,Afternoon,M-401,OP-018,470,6,14,36.42,67.3
2485,2024-08-11,Line-D,Night,M-402,OP-012,422,1,0,34.32,66.7
2486,2024-08-12,Line-A,Morning,M-102,OP-007,443,5,13,28.8,66.9
2487,2024-08-12,Line-A,Afternoon,M-101,OP-002,560,19,0,31.64,64.9
2488,2024-08-12,Line-A,Night,M-102,OP-005,465,10,8,31.15,70.7
2489,2024-08-12,Line-B,Morning,M-202,OP-007,497,6,2,22.8,64.6
2490,2024-08-12,Line-B,Afternoon,M-202,OP-017,597,6,0,31.6,67.6
2491,2024-08-12,Line-B,Night,M-201,OP-001,468,28,43,39.35,66.3
2492,2024-08-12,Line-C,Afternoon,M-303,OP-009,449,24,30,33.03,67.8
2493,2024-08-12,Line-C,Night,M-302,OP-014,387,15,0,29.19,69.0
2494,2024-08-12,Line-D,Morning,M-401,OP-002,462,7,18,37.63,71.1
2495,2024-08-12,Line-D,Afternoon,M-402,OP-017,568,4,16,30.78,69.4
2496,2024-08-12,Line-D,Night,M-401,OP-004,562,9,5,32.67,60.9
2497,2024-08-13,Line-A,Morning,M-101,OP-015,465,8,0,35.29,63.8
2498,2024-08-13,Line-A,Afternoon,M-101,OP-019,471,10,32,29.95,71.7
2499,2024-08-13,Line-A,Night,M-101,OP-012,522,10,0,22.83,68.4
2500,2024-08-13,Line-B,Morning,M-201,OP-013,447,24,46,41.08,63.4
2501,2024-08-13,Line-B,Afternoon,M-201,OP-004,510,18,23,37.1,67.4
2502,2024-08-13,Line-B,Night,M-201,OP-012,550,25,28,34.37,70.2
2503,2024-08-13,Line-C,Morning,M-301,OP-014,433,8,6,34.19,67.4
2504,2024-08-13,Line-C,Afternoon,M-301,OP-003,476,11,43,34.44,67.6
2505,2024-08-13,Line-D,Morning,M-402,OP-007,480,6,0,27.24,64.9
2506,2024-08-13,Line-D,Afternoon,M-402,OP-017,519,4,31,33.76,68.1
2507,2024-08-13,Line-D,Night,M-402,OP-009,480,6,16,35.44,65.2
2508,2024-08-14,Line-A,Morning,M-102,OP-015,387,10,16,24.4,65.1
2509,2024-08-14,Line-A,Afternoon,M-102,OP-014,428,5,7,28.67,65.4
2510,2024-08-14,Line-A,Night,M-101,OP-017,434,7,14,28.42,72.6
2511,2024-08-14,Line-B,Morning,M-202,OP-005,510,1,19,33.03,66.3
2512,2024-08-14,Line-B,Afternoon,M-201,OP-007,390,18,34,36.39,62.2
2513,2024-08-14,Line-B,Night,M-201,OP-006,474,20,28,41.58,63.6
2514,2024-08-14,Line-C,Morning,M-302,OP-004,453,11,6,21.64,66.1
2515,2024-08-14,Line-C,Afternoon,M-302,OP-004,415,9,16,21.71,71.0
2516,2024-08-14,Line-C,Night,M-303,OP-010,413,25,34,35.77,63.4
2517,2024-08-14,Line-D,Afternoon,M-402,OP-010,500,7,10,38.06,65.2
2518,2024-08-14,Line-D,Night,M-402,OP-010,483,16,16,21.97,70.0
2519,2024-08-15,Line-A,Morning,M-101,OP-005,410,13,0,44.85,73.9
2520,2024-08-15,Line-A,Afternoon,M-102,OP-002,432,8,23,33.92,69.8
2521,2024-08-15,Line-A,Night,M-102,OP-010,555,9,6,28.27,71.4
2522,2024-08-15,Line-B,Morning,M-202,OP-001,501,10,23,19.74,69.2
2523,2024-08-15,Line-B,Afternoon,M-202,OP-003,493,17,0,37.79,68.3
2524,2024-08-15,Line-B,Night,M-202,OP-016,509,18,20,32.0,69.0
2525,2024-08-15,Line-C,Morning,M-303,OP-015,450,20,24,41.78,58.7
2526,2024-08-15,Line-C,Afternoon,M-302,OP-016,505,8,6,31.1,62.3
2527,2024-08-15,Line-C,Night,M-303,OP-005,595,26,32,37.17,68.1
2528,2024-08-15,Line-D,Morning,M-402,OP-015,563,16,24,32.73,66.6
2529,2024-08-15,Line-D,Afternoon,M-401,OP-011,392,6,8,35.24,69.2
2530,2024-08-15,Line-D,Night,M-402,OP-013,576,17,5,21.02,73.5
2531,2024-08-16,Line-A,Morning,M-102,OP-011,561,2,34,31.91,68.6
2532,2024-08-16,Line-A,Afternoon,M-102,OP-009,576,18,21,32.37,70.5
2533,2024-08-16,Line-A,Night,M-101,OP-001,455,8,0,28.33,66.5
2534,2024-08-16,Line-B,Morning,M-202,OP-018,441,9,7,32.51,61.5
2535,2024-08-16,Line-B,Afternoon,M-201,OP-007,473,22,30,41.14,61.7
2536,2024-08-16,Line-B,Night,M-201,OP-019,501,26,42,47.19,68.8
2537,2024-08-16,Line-C,Morning,M-302,OP-017,508,10,22,22.11,64.4
2538,2024-08-16,Line-C,Afternoon,M-301,OP-018,575,0,9,35.86,67.6
2539,2024-08-16,Line-C,Night,M-301,OP-009,455,9,6,30.15,65.3
2540,2024-08-16,Line-D,Morning,M-401,OP-019,546,18,9,23.07,65.9
2541,2024-08-16,Line-D,Afternoon,M-402,OP-013,468,11,0,26.15,70.0
2542,2024-08-16,Line-D,Night,M-402,OP-001,536,6,0,46.42,71.1
2543,2024-08-17,Line-A,Morning,M-101,OP-014,463,12,10,34.34,68.6
2544,2024-08-17,Line-A,Night,M-102,OP-009,485,8,0,39.69,64.2
2545,2024-08-17,Line-B,Morning,M-201,OP-018,398,17,20,41.74,70.8
2546,2024-08-17,Line-B,Afternoon,M-201,OP-006,539,29,30,42.25,69.6
2547,2024-08-17,Line-B,Night,M-201,OP-005,374,19,13,52.2,66.4
2548,2024-08-17,Line-C,Morning,M-302,OP-006,468,5,2,41.37,71.8
2549,2024-08-17,Line-C,Night,M-301,OP-001,387,13,29,28.59,69.2
2550,2024-08-17,Line-D,Morning,M-402,OP-013,479,18,0,30.73,66.3
2551,2024-08-17,Line-D,Afternoon,M-401,OP-014,394,16,0,31.1,61.0
2552,2024-08-17,Line-D,Night,M-402,OP-013,456,10,0,32.93,66.9
2553,2024-08-18,Line-A,Morning,M-101,OP-002,549,17,3,30.38,68.7
2554,2024-08-18,Line-A,Afternoon,M-101,OP-016,517,9,14,28.78,68.5
2555,2024-08-18,Line-A,Night,M-102,OP-004,557,14,22,33.62,67.4
2556,2024-08-18,Line-B,Morning,M-202,OP-015,499,4,31,16.09,67.7
2557,2024-08-18,Line-B,Afternoon,M-201,OP-016,548,17,40,38.6,66.5
2558,2024-08-18,Line-C,Morning,M-301,OP-009,536,11,0,25.12,71.9
2559,2024-08-18,Line-C,Afternoon,M-303,OP-004,506,32,60,40.29,78.0
2560,2024-08-18,Line-C,Night,M-303,OP-005,481,17,25,30.72,74.4
2561,2024-08-18,Line-D,Morning,M-402,OP-015,575,5,8,30.48,64.2
2562,2024-08-18,Line-D,Afternoon,M-401,OP-005,374,6,7,28.06,68.9
2563,2024-08-18,Line-D,Night,M-401,OP-008,565,8,14,33.63,70.2
2564,2024-08-19,Line-A,Morning,M-102,OP-018,443,8,20,24.36,73.1
2565,2024-08-19,Line-A,Afternoon,M-101,OP-015,565,6,14,33.21,65.8
2566,2024-08-19,Line-A,Night,M-102,OP-006,508,10,0,32.3,63.6
2567,2024-08-19,Line-B,Afternoon,M-202,OP-009,536,6,9,36.86,70.0
2568,2024-08-19,Line-B,Night,M-202,OP-012,415,3,3,31.97,69.4
2569,2024-08-19,Line-C,Morning,M-301,OP-019,429,3,16,29.09,76.6
2570,2024-08-19,Line-C,Afternoon,M-302,OP-002,482,17,0,22.13,63.5
2571,2024-08-19,Line-C,Night,M-303,OP-019,551,34,23,39.7,63.3
2572,2024-08-19,Line-D,Afternoon,M-401,OP-005,371,9,15,30.05,62.4
2573,2024-08-19,Line-D,Night,M-402,OP-014,578,7,20,22.73,67.2
2574,2024-08-20,Line-A,Morning,M-102,OP-011,497,11,14,32.47,63.5
